Product title,Brand,Model,Total price (LKR),Discount price (if available),RAM,Storage,Processor,Battery capacity,Camera specs,Display size,Operating system,Network type,Warranty,Stock availability,Seller / store name,Posted date,Product URL
Apple iPhone 12 64GB (Used),Apple,Apple iPhone 12 64GB (Used),73500,,,64GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-64-gb-used-for-sale-gampaha-61
Apple iPhone 16 Pro Max 256GB (Used),Apple,Apple iPhone 16 Pro Max 256GB (Used),289900,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-gampaha-332
Apple iPhone 12 (Used),Apple,Apple iPhone 12 (Used),53000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-colombo-3808
Apple iPhone 12 256GB (Used),Apple,Apple iPhone 12 256GB (Used),75000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-i-phone-256gb-used-for-sale-kurunegala
Apple iPhone 17 256GB (Used),Apple,Apple iPhone 17 256GB (Used),269990,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-256gb-used-for-sale-gampaha-11
Apple iPhone 2G 16GB (Used),Apple,Apple iPhone 2G 16GB (Used),14500,,,16GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-2g-16gb-used-for-sale-colombo
Apple iPhone 16 128GB (Brand New),Apple,Apple iPhone 16 128GB (Brand New),229900,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-128gb-brand-new-for-sale-gampaha-33
Samsung Galaxy S22 Ultra 256GB 12GB RAM 5G.01 (Brand New),Samsung,Samsung Galaxy S22 Ultra 256GB 12GB RAM 5G.01 (Brand New),80000,,12GB RAM,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ads/sri-lanka?sort=date&order=desc&buy_now=0&urgent=0&page=86
Samsung Galaxy A52s 5G 128GB 6GB White (Used),Samsung,Samsung Galaxy A52s 5G 128GB 6GB White (Used),48900,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a52s-5g-128gb-6gb-white-used-for-sale-colombo-11
Samsung Galaxy S25 FE (Used),Samsung,Samsung Galaxy S25 FE (Used),155000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s25-fe-used-for-sale-colombo-1
Xiaomi Redmi 15 4G (Brand New),Xiaomi,Xiaomi Redmi 15 4G (Brand New),59490,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-15-4g-brand-new-for-sale-colombo-4
Xiaomi Redmi Note 14 4G (Brand New),Xiaomi,Xiaomi Redmi Note 14 4G (Brand New),51990,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-14-4g-brand-new-for-sale-colombo-23
Samsung Galaxy M17 5G (Brand New),Samsung,Samsung Galaxy M17 5G (Brand New),49990,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m17-5g-brand-new-for-sale-colombo-40
Apple iPhone 13 128GB (Used),Apple,Apple iPhone 13 128GB (Used),98999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11597
Xiaomi Redmi 15C (Brand New),Xiaomi,Xiaomi Redmi 15C (Brand New),42990,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-15c-brand-new-for-sale-colombo-170
"Apple iPhone 15 Pro 256GB [White,Blue] (Used)",Apple,"Apple iPhone 15 Pro 256GB [White,Blue] (Used)",214999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-whiteblue-used-for-sale-colombo
Apple iPhone 8 Plus 256GB | LL/A (Used),Apple,Apple iPhone 8 Plus 256GB | LL/A (Used),42999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-8-plus-256gb-ll-a-used-for-sale-colombo-13
Vivo Y93 128GB (Used),Vivo,Vivo Y93 128GB (Used),8999,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y93-128gb-used-for-sale-colombo-226
Samsung Galaxy A07 8/256GB. (Brand New),Samsung,Samsung Galaxy A07 8/256GB. (Brand New),38750,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a07-8-256gb-brand-new-for-sale-colombo-71
Vivo V40 Pro (Used),Vivo,Vivo V40 Pro (Used),86500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-v40-pro-used-for-sale-batticaloa-9
Samsung Galaxy A17 6/128GB. (Brand New),Samsung,Samsung Galaxy A17 6/128GB. (Brand New),46000,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a17-6-128gb-brand-new-for-sale-colombo-38
Samsung Galaxy A16 8/256GB (Brand New),Samsung,Samsung Galaxy A16 8/256GB (Brand New),54500,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a16-8-256gb-brand-new-for-sale-colombo-11
Samsung Galaxy A26 6/128GB (Brand New),Samsung,Samsung Galaxy A26 6/128GB (Brand New),58750,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a26-6-128gb-brand-new-for-sale-colombo-106
Samsung Galaxy A36 12/256GB (Brand New),Samsung,Samsung Galaxy A36 12/256GB (Brand New),85000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a36-12-256gb-brand-new-for-sale-colombo-108
Vivo Y200 (Used),Vivo,Vivo Y200 (Used),32000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-used-for-sale-ampara-29
Xiaomi Redmi Note 14 Pro Plus 5G (Brand New),Xiaomi,Xiaomi Redmi Note 14 Pro Plus 5G (Brand New),120490,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-14-pro-plus-5g-brand-new-for-sale-colombo-9
Samsung Galaxy A56 8/128GB (Brand New),Samsung,Samsung Galaxy A56 8/128GB (Brand New),92000,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a56-8-128gb-brand-new-for-sale-colombo-115
Apple iPhone 12 Pro Max (Used),Apple,Apple iPhone 12 Pro Max (Used),80000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-max-silver-used-for-sale-anuradhapura-3
Samsung Galaxy S24 8/256GB (Brand New),Samsung,Samsung Galaxy S24 8/256GB (Brand New),152600,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s24-8-256gb-brand-new-for-sale-colombo-100
Samsung Galaxy S25 FE 8/256GB (Brand New),Samsung,Samsung Galaxy S25 FE 8/256GB (Brand New),159600,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s25-fe-8-256gb-brand-new-for-sale-colombo-123
Moto Edge 60 Fusion 256GB (Used),unknown,Moto Edge 60 Fusion 256GB (Used),65000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/moto-edge-60-fusion-256gb-used-for-sale-puttalam
Samsung Galaxy S25 Ultra 12/256GB (Brand New),Samsung,Samsung Galaxy S25 Ultra 12/256GB (Brand New),278000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s25-ultra-12-256gb-brand-new-for-sale-colombo-216
Apple iPhone 14 Pro Max (Used),Apple,Apple iPhone 14 Pro Max (Used),150000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-colombo-2537
Apple iPhone 11 128GB (Used),Apple,Apple iPhone 11 128GB (Used),52000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-gampaha-13809
Samsung Galaxy A05 4GB 64GB (Used),Samsung,Samsung Galaxy A05 4GB 64GB (Used),14500,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a05-4gb-64gb-used-for-sale-kurunegala
Samsung Galaxy S23 Ultra (Used),Samsung,Samsung Galaxy S23 Ultra (Used),145000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s23-ultra-5g-256gb-512gb-used-for-sale-gampaha
Apple iPhone 12 128GB 5G F (Used),Apple,Apple iPhone 12 128GB 5G F (Used),82999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-128gb-5g-f-used-for-sale-kalutara-2
Xiaomi Redmi 15C (Brand New),Xiaomi,Xiaomi Redmi 15C (Brand New),56490,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-15c-brand-new-for-sale-colombo-172
Apple iPhone 12 mini (Used),Apple,Apple iPhone 12 mini (Used),62500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-mini-red-used-for-sale-anuradhapura
Apple iPhone 13 128GB (Brand New),Apple,Apple iPhone 13 128GB (Brand New),159900,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-128gb-brand-new-for-sale-gampaha-45
NOTHING Phone 3 16GB 512GB 5G (Brand New),unknown,NOTHING Phone 3 16GB 512GB 5G (Brand New),269900,,,16GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/nothing-phone-3-16gb-512gb-5g-brand-new-for-sale-colombo-3
Xiaomi Redmi A3 (Used),Xiaomi,Xiaomi Redmi A3 (Used),17000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-a3-used-for-sale-colombo-77
Nokia 1280 BM 10 Mini Phone (Used),Nokia,Nokia 1280 BM 10 Mini Phone (Used),3500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/nokia-1280-bm-10-mini-phone-used-for-sale-monaragala
Infinix Hot 60 Pro 256GB 8GBRam Black (Brand New),Infinix,Infinix Hot 60 Pro 256GB 8GBRam Black (Brand New),59990,,8GBRam,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-hot-60-pro-256gb-8gbram-black-brand-new-for-sale-colombo-10
"Apple iPhone 13 Blue , Black | 128GB (Used)",Apple,"Apple iPhone 13 Blue , Black | 128GB (Used)",99999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-blue-black-128gb-used-for-sale-colombo
Samsung Galaxy A32 4G (Used),Samsung,Samsung Galaxy A32 4G (Used),25000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a32-4g-used-for-sale-colombo-60
Xiaomi Redmi Note 11 (Used),Xiaomi,Xiaomi Redmi Note 11 (Used),22500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-11-ll-used-for-sale-gampaha
Xiaomi Redmi A5 128GB (Used),Xiaomi,Xiaomi Redmi A5 128GB (Used),29990,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-a5-4-128-used-for-sale-colombo-1
Sony Xperia XZ2 4GB /64GB (Used),Sony,Sony Xperia XZ2 4GB /64GB (Used),18990,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/sony-xperia-xz2-4gb-64gb-used-for-sale-colombo-1078
Samsung Galaxy M23 5G 128GB 50MP Orange (Used),Samsung,Samsung Galaxy M23 5G 128GB 50MP Orange (Used),35990,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m23-5g-128gb-50mp-orange-used-for-sale-colombo-20
Apple iPhone 15 128GB (Used),Apple,Apple iPhone 15 128GB (Used),154999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-kalutara-296
Apple iPhone 15 128GB (Brand New),Apple,Apple iPhone 15 128GB (Brand New),195900,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-128gb-brand-new-for-sale-gampaha-58
Moto G04s 4GB 64GB (Brand New),unknown,Moto G04s 4GB 64GB (Brand New),24500,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/moto-g04s-4gb-64gb-brand-new-for-sale-colombo
Apple iPhone 11 Pro Max (Used),Apple,Apple iPhone 11 Pro Max (Used),58000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-kalutara-469
Xiaomi Poco F8 Ultra (Brand New),Xiaomi,Xiaomi Poco F8 Ultra (Brand New),310900,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-poco-f8-ultra-brand-new-for-sale-mannar
Xiaomi Redmi 15 (Brand New),Xiaomi,Xiaomi Redmi 15 (Brand New),51990,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-15-brand-new-for-sale-colombo-104
Vivo V30 5G (Used),Vivo,Vivo V30 5G (Used),55000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-v30-5g-used-for-sale-kalutara
Samsung Galaxy M20 3GB 32GB (Used),Samsung,Samsung Galaxy M20 3GB 32GB (Used),12500,,,3GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m20-3gb-32gb-used-for-sale-kurunegala
Vivo X300 pro 16GB512GB (Brand New),Vivo,Vivo X300 pro 16GB512GB (Brand New),459900,,,16GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-x300-pro-16gb512gb-brand-new-for-sale-vavuniya
Xiaomi Redmi 15C (Brand New),Xiaomi,Xiaomi Redmi 15C (Brand New),48490,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-15c-brand-new-for-sale-colombo-171
Infinix Smart 9 (Used),Infinix,Infinix Smart 9 (Used),20999,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-smart-9-infinix-o9-used-for-sale-colombo
Xiaomi Redmi 13 (Used),Xiaomi,Xiaomi Redmi 13 (Used),49000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-13-used-for-sale-gampaha-19
Honor X9a 5G 256GB 8GB RAM (Used),Honor,Honor X9a 5G 256GB 8GB RAM (Used),50000,,8GB RAM,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/huawei-honor-x9a-5g-256gb-8gb-ram-used-for-sale-colombo-1
Apple iPhone 12 mini (Used),Apple,Apple iPhone 12 mini (Used),62499,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-mini-used-for-sale-kurunegala-489
Apple iPhone 15 Pro Max 512GB (Used),Apple,Apple iPhone 15 Pro Max 512GB (Used),255000,,,512GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-max-512gb-used-for-sale-colombo-676
Samsung Galaxy S23 Ultra (Used),Samsung,Samsung Galaxy S23 Ultra (Used),180000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s23-ultra-used-for-sale-gampaha-198
Oppo A5x (Used),Oppo,Oppo A5x (Used),25000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a5x-used-for-sale-kandy-1
Apple iPhone 15 Pro Max (Used),Apple,Apple iPhone 15 Pro Max (Used),250000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-gampaha-658
Apple iPhone 12 Pro 256GB (Used),Apple,Apple iPhone 12 Pro 256GB (Used),98999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10507
Apple iPhone 13 Pro 128GB Gold (Used),Apple,Apple iPhone 13 Pro 128GB Gold (Used),123999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-gold-used-for-sale-colombo-11
Apple iPhone SE 3 128GB Black Fullset (Used),Apple,Apple iPhone SE 3 128GB Black Fullset (Used),41999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-se-3-128gb-black-fullset-used-for-sale-colombo-8
Apple iPhone X 256GB (Used),Apple,Apple iPhone X 256GB (Used),49999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-x-256gb-used-for-sale-colombo-10783
Apple iPhone XR 128GB Red Fullset (Used),Apple,Apple iPhone XR 128GB Red Fullset (Used),49999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-xr-128gb-red-fullset-used-for-sale-colombo-12
Apple iPhone 16 128GB Black Fullset (Used),Apple,Apple iPhone 16 128GB Black Fullset (Used),183999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-128gb-black-fullset-used-for-sale-colombo-41
Oppo A73 6GB 128GB (Used),Oppo,Oppo A73 6GB 128GB (Used),20000,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a73-6gb-128gb-used-for-sale-kegalle
Apple iPhone 15 Pro Max 256GB (Used),Apple,Apple iPhone 15 Pro Max 256GB (Used),228500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256-white-titanium-used-for-sale-kandy
Vivo X300 pro 16GB 512GB (Brand New),Vivo,Vivo X300 pro 16GB 512GB (Brand New),459900,,,16GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-x300-pro-16gb-512gb-brand-new-for-sale-colombo-2
ZTE Blade A56 (Brand New),unknown,ZTE Blade A56 (Brand New),26998,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/zte-blade-a56-brand-new-for-sale-colombo-6
Apple iPhone 14 Pro Max (Used),Apple,Apple iPhone 14 Pro Max (Used),168000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-gampaha-1249
Vivo Y72 5G - 8GB Ram 128GB (Used),Vivo,Vivo Y72 5G - 8GB Ram 128GB (Used),27999,,8GB Ram,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y72-5g-8gb-ram-128gb-used-for-sale-colombo
Apple iPhone 11 (Used),Apple,Apple iPhone 11 (Used),59235,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8214
Apple iPhone 14 Pro 256GB (Used),Apple,Apple iPhone 14 Pro 256GB (Used),165999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-kalutara-281
Xiaomi Redmi 15C (Used),Xiaomi,Xiaomi Redmi 15C (Used),38490,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-15c-used-for-sale-colombo-30
Xiaomi Redmi 15C 256GB 8GBRam Black (Brand New),Xiaomi,Xiaomi Redmi 15C 256GB 8GBRam Black (Brand New),49990,,8GBRam,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-15c-256gb-8gbram-black-brand-new-for-sale-colombo-5
Apple iPhone 13 128GB (Used),Apple,Apple iPhone 13 128GB (Used),88000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11596
Apple iPhone 14 Pro 256GB White (Used),Apple,Apple iPhone 14 Pro 256GB White (Used),174990,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-white-used-for-sale-colombo-32
Infinix Hot 60i (Used),Infinix,Infinix Hot 60i (Used),33000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-hot-60i-super-condition-used-for-sale-kurunegala
Xiaomi Redmi 13C 12GB 256GB (Used),Xiaomi,Xiaomi Redmi 13C 12GB 256GB (Used),19500,,,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-13c-12gb-256gb-used-for-sale-colombo
Infinix Smart 10 Plus 128GB 4GBRam 120HZ (Brand New),Infinix,Infinix Smart 10 Plus 128GB 4GBRam 120HZ (Brand New),34990,,4GBRam,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-smart-10-plus-128gb-4gbram-120hz-brand-new-for-sale-colombo-1
Apple iPhone 11 Pro (Used),Apple,Apple iPhone 11 Pro (Used),76521,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-colombo-3247
Apple iPhone 12 Pro Max (Used),Apple,Apple iPhone 12 Pro Max (Used),67000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-max-2021-used-for-sale-batticaloa-1
Samsung Galaxy A52 (Used),Samsung,Samsung Galaxy A52 (Used),38500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a52-used-for-sale-colombo-697
Google Pixel 8 Pro (Used),Google,Google Pixel 8 Pro (Used),125000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-pro-used-for-sale-ampara-5
Google Pixel 9a (Used),Google,Google Pixel 9a (Used),120000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-9a-brand-new-for-sale-colombo-17
Honor Magic V3 (Used),Honor,Honor Magic V3 (Used),85000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-magic-v3-used-for-sale-colombo-1
Apple iPhone 12 (Used),Apple,Apple iPhone 12 (Used),71567,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-colombo-3805
Apple iPhone 12 (Used),Apple,Apple iPhone 12 (Used),70000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-colombo-3804
Apple iPhone 12 Pro (Used),Apple,Apple iPhone 12 Pro (Used),95555,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3990
Huawei Nova 3i (Used),Huawei,Huawei Nova 3i (Used),8500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/huawei-nova-3i-used-for-sale-ratnapura-513
Apple iPhone 11 (Used),Apple,Apple iPhone 11 (Used),61911,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8213
Samsung Galaxy S23+ 256GB 8GB Cream (Used),Samsung,Samsung Galaxy S23+ 256GB 8GB Cream (Used),119990,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s23-256gb-8gb-cream-used-for-sale-colombo
Oppo F19 Pro 16GB (Used),Oppo,Oppo F19 Pro 16GB (Used),26000,,,16GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-f19-pro-16gb-ram-used-for-sale-colombo
Apple iPhone 15 Pro Max 256GB (Used),Apple,Apple iPhone 15 Pro Max 256GB (Used),215900,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-gampaha-1173
Apple iPhone 12 Pro 512GB (Used),Apple,Apple iPhone 12 Pro 512GB (Used),99500,,,512GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-512-gb-used-for-sale-gampaha-50
Samsung Galaxy M33 6GB 128GB (Used),Samsung,Samsung Galaxy M33 6GB 128GB (Used),34990,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m33-6gb-128gb-used-for-sale-gampaha-4
Xiaomi Redmi Note 11S (Used),Xiaomi,Xiaomi Redmi Note 11S (Used),21500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-11s-used-for-sale-gampaha-5
Apple iPhone 12 Pro Max (Used),Apple,Apple iPhone 12 Pro Max (Used),115000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-max-128gb-256gb-used-for-sale-gampaha
Honor 400 (Used),Honor,Honor 400 (Used),70000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-400-used-for-sale-kegalle
Samsung Galaxy A32 4GBRam 64GB Black (Used),Samsung,Samsung Galaxy A32 4GBRam 64GB Black (Used),37990,,4GBRam,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a32-4gbram-64gb-black-used-for-sale-colombo-3
Samsung Galaxy S22 Ultra 12GB 256GB 5G (Brand New),Samsung,Samsung Galaxy S22 Ultra 12GB 256GB 5G (Brand New),118990,,,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s22-ultra-12gb-256gb-5g-brand-new-for-sale-gampaha
