Product title,Brand,Model,Total price (LKR),Discount price (if available),RAM,Storage,Processor,Battery capacity,Camera specs,Display size,Operating system,Network type,Warranty,Stock availability,Seller / store name,Posted date,Product URL
Samsung Galaxy F06 5G 128GB 50MP Blue (Brand New),Samsung,Samsung Galaxy F06 5G 128GB 50MP Blue (Brand New),47990,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-f06-5g-128gb-50mp-blue-brand-new-for-sale-colombo-5
ZTE nubia V80 plus 128gb 4+4gb (Brand New),unknown,ZTE nubia V80 plus 128gb 4+4gb (Brand New),33300,,,128gb,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/zte-nubia-v80-plus-128gb-44gb-brand-new-for-sale-colombo
Samsung Galaxy S22+ 5G Snapdragon Pink (Used),Samsung,Samsung Galaxy S22+ 5G Snapdragon Pink (Used),99900,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s22-5g-snapdragon-pink-used-for-sale-colombo-80
Apple iPhone 16 5G (Used),Apple,Apple iPhone 16 5G (Used),197000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-5g-used-for-sale-colombo-3
Apple iPhone 16 128GB (Used),Apple,Apple iPhone 16 128GB (Used),186500,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-128gb-used-for-sale-colombo-1052
Apple iPhone 13 (Used),Apple,Apple iPhone 13 (Used),99000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-kandy-884
Vivo Y93 2019 (Used),Vivo,Vivo Y93 2019 (Used),10000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y93-2019-used-for-sale-ampara-1
Google Pixel 8 128GB 8GB Ram Mint (Used),Google,Google Pixel 8 128GB 8GB Ram Mint (Used),98990,,8GB Ram,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-128gb-8gb-ram-mint-used-for-sale-colombo-1
"Apple iPhone 13 Red,White,Black128GB (Used)",Apple,"Apple iPhone 13 Red,White,Black128GB (Used)",104999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-redwhiteblack128gb-used-for-sale-colombo
Apple iPhone 12 Pro 256GB (Used),Apple,Apple iPhone 12 Pro 256GB (Used),94999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10442
Samsung Galaxy S24 256gb 8gb (Brand New),Samsung,Samsung Galaxy S24 256gb 8gb (Brand New),155900,,,256gb,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s24-256gb-8gb-brand-new-for-sale-colombo-1
Honor X5c plus 128/4gb (Brand New),Honor,Honor X5c plus 128/4gb (Brand New),33900,,,4gb,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-x5c-plus-128-4gb-brand-new-for-sale-colombo-1
Honor X5c 64gb 4gb (Brand New),Honor,Honor X5c 64gb 4gb (Brand New),29600,,,64gb,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-x5c-64gb-4gb-brand-new-for-sale-colombo-1
Black view Mega 2 12GBRam Gray (Brand New),unknown,Black view Mega 2 12GBRam Gray (Brand New),74990,,12GBRam,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/black-view-mega-2-12gbram-gray-brand-new-for-sale-colombo-3
Samsung Galaxy S24 (Used),Samsung,Samsung Galaxy S24 (Used),125000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s24-snapdragon-version-used-for-sale-colombo-3
Apple iPhone 12 256GB (Used),Apple,Apple iPhone 12 256GB (Used),102999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-256gb-used-for-sale-colombo-1412
Apple iPhone 11 Pro (Used),Apple,Apple iPhone 11 Pro (Used),85999,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-colombo-3124
Apple iPhone 12 Pro 256GB (Used),Apple,Apple iPhone 12 Pro 256GB (Used),103999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-9051
Honor X6C (New),Honor,Honor X6C (New),39999,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-x6c-new-for-sale-colombo-21
Apple iPhone 15 128GB (Used),Apple,Apple iPhone 15 128GB (Used),142999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-colombo-3517
Apple iPhone 16 Pro Max 256GB (Used),Apple,Apple iPhone 16 Pro Max 256GB (Used),295500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-colombo-2411
Samsung Galaxy A52s 5G Snapdragon Purple (Used),Samsung,Samsung Galaxy A52s 5G Snapdragon Purple (Used),48990,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a52s-5g-snapdragon-purple-used-for-sale-colombo-9
OnePlus Nord 5 8/256GB (Used),OnePlus,OnePlus Nord 5 8/256GB (Used),89500,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oneplus-nord-5-used-for-sale-ampara-3
Google Pixel 10 128GB (Brand New),Google,Google Pixel 10 128GB (Brand New),175000,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-10-128gb-brand-new-for-sale-colombo-293
Samsung Galaxy S25 256GB (Brand New),Samsung,Samsung Galaxy S25 256GB (Brand New),203000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s25-256gb-brand-new-for-sale-colombo-2
Samsung Galaxy S24 256GB (Brand New),Samsung,Samsung Galaxy S24 256GB (Brand New),150000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s24-256gb-brand-new-for-sale-colombo-10
Samsung M36 5G 128/6gb (Brand New),Samsung,Samsung M36 5G 128/6gb (Brand New),53500,,,6gb,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-m36-5g-128-6gb-brand-new-for-sale-colombo
Oppo F19 Pro 128GB (Used),Oppo,Oppo F19 Pro 128GB (Used),18000,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-f19-pro-128gb-used-for-sale-kurunegala
Apple iPhone 15 Pro 256GB-Blue Titanium (Used),Apple,Apple iPhone 15 Pro 256GB-Blue Titanium (Used),214999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-blue-titanium-used-for-sale-colombo-26
Samsung Galaxy A56 128Gb 8gb (Brand New),Samsung,Samsung Galaxy A56 128Gb 8gb (Brand New),92900,,,128Gb,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a56-128gb-8gb-brand-new-for-sale-colombo-1
Infinix Hot 60 Pro 256GB 8GBRam Blue (Brand New),Infinix,Infinix Hot 60 Pro 256GB 8GBRam Blue (Brand New),59990,,8GBRam,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-hot-60-pro-256gb-8gbram-blue-brand-new-for-sale-colombo-5
Apple iPhone 11 Pro (Used),Apple,Apple iPhone 11 Pro (Used),89000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-anuradhapura-515
Vivo Y400 Pro (5G) 8/128 (Used),Vivo,Vivo Y400 Pro (5G) 8/128 (Used),55500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y400-pro-5g-8-128-used-for-sale-galle
Oppo A3s (Used),Oppo,Oppo A3s (Used),12500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a3s-refurbished-for-sale-colombo
Apple iPhone 16 128GB (Brand New),Apple,Apple iPhone 16 128GB (Brand New),209000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-128gb-brand-new-for-sale-colombo-954
Samsung Galaxy S22 Ultra (Used),Samsung,Samsung Galaxy S22 Ultra (Used),90000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s22-ultra-used-for-sale-colombo-512
Samsung Galaxy M23 5G 128GB 50MP Black (Used),Samsung,Samsung Galaxy M23 5G 128GB 50MP Black (Used),35990,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m23-5g-128gb-50mp-black-used-for-sale-colombo-29
Apple iPhone 11 128GB (Used),Apple,Apple iPhone 11 128GB (Used),65999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19042
Samsung Galaxy J1 (Used),Samsung,Samsung Galaxy J1 (Used),9000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-j1-j100h-used-for-sale-jaffna-1
Apple iPhone 13 128GB Full Set Box (Used),Apple,Apple iPhone 13 128GB Full Set Box (Used),105000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-128gb-full-set-box-used-for-sale-anuradhapura
Samsung Galaxy S22 256GB (Used),Samsung,Samsung Galaxy S22 256GB (Used),150000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s22-12-256-used-for-sale-polonnaruwa
Apple iPhone 11 128GB (Used),Apple,Apple iPhone 11 128GB (Used),64999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19041
Xiaomi Redmi 15C 128GB 6GBRam 50MP (Brand New),Xiaomi,Xiaomi Redmi 15C 128GB 6GBRam 50MP (Brand New),42990,,6GBRam,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-15c-128gb-6gbram-50mp-brand-new-for-sale-colombo
Apple iPhone 15 Pro 256GB | ZP/A (Used),Apple,Apple iPhone 15 Pro 256GB | ZP/A (Used),214999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-zp-a-used-for-sale-colombo-19
Apple iPhone 11 (Used),Apple,Apple iPhone 11 (Used),72500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-anuradhapura-796
Apple iPhone 14 Pro 128GB Gold (Used),Apple,Apple iPhone 14 Pro 128GB Gold (Used),164990,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-gold-used-for-sale-colombo-71
Realme C61 (Used),Realme,Realme C61 (Used),39900,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/realme-c61-used-for-sale-gampaha
Vivo Y85 6GB 128GB (Used),Vivo,Vivo Y85 6GB 128GB (Used),10750,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y85-6gb-128gb-used-for-sale-colombo-5173
Vivo Y93 6GB 128GB (Used),Vivo,Vivo Y93 6GB 128GB (Used),10750,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y93-6gb-128gb-used-for-sale-colombo-8658
Apple iPhone 12 128GB (Used),Apple,Apple iPhone 12 128GB (Used),70000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9714
Google Pixel 10 Pro Fold 12/256GB (Used),Google,Google Pixel 10 Pro Fold 12/256GB (Used),275000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-10-pro-fold-12-256gb-used-for-sale-colombo
Apple iPhone 16 Pro Max 512GB (Used),Apple,Apple iPhone 16 Pro Max 512GB (Used),299000,,,512GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-pro-max-512gb-used-for-sale-colombo-289
Vivo Y17 8GB 256GB (Used),Vivo,Vivo Y17 8GB 256GB (Used),13450,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y17-8gb-256gb-used-for-sale-colombo-4375
Apple iPhone 15 Pro 128GB (Used),Apple,Apple iPhone 15 Pro 128GB (Used),179000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-colombo-1509
Huawei G6005 (Used),Huawei,Huawei G6005 (Used),4500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/huawei-g6005-used-for-sale-kandy-3
Infinix Smart 8 (Used),Infinix,Infinix Smart 8 (Used),21000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-smart-8-pro-used-for-sale-gampaha
Xiaomi Redmi Note 11E 8GB 256GB (Used),Xiaomi,Xiaomi Redmi Note 11E 8GB 256GB (Used),23750,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-11e-8gb-256gb-used-for-sale-colombo-34
Apple iPhone 11 128GB (Used),Apple,Apple iPhone 11 128GB (Used),41000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-gampaha-13795
Xiaomi Redmi 15C (Brand New),Xiaomi,Xiaomi Redmi 15C (Brand New),42999,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-15c-brand-new-for-sale-kandy-8
Apple iPhone 15 Pro 256GB (Used),Apple,Apple iPhone 15 Pro 256GB (Used),214999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-colombo-1810
Samsung Galaxy M02 (Used),Samsung,Samsung Galaxy M02 (Used),5000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m02-used-for-sale-kandy-1508
Infinix Hot 60i (Used),Infinix,Infinix Hot 60i (Used),31000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-hot-60i-used-for-sale-matara
Honor Magic 8 Pro 512GB (Used),Honor,Honor Magic 8 Pro 512GB (Used),369900,,,512GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-magic-8-pro-512gb-used-for-sale-gampaha
Huawei Y7 (Used),Huawei,Huawei Y7 (Used),12500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/huawei-y7-2019-used-for-sale-kurunegala
Apple iPhone 16 128GB Fullset Box (Used),Apple,Apple iPhone 16 128GB Fullset Box (Used),183999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-128gb-fullset-box-used-for-sale-colombo-2
Apple iPhone 14 Pro 256GB KH/A (Used),Apple,Apple iPhone 14 Pro 256GB KH/A (Used),168000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-kh-a-used-for-sale-galle-6
Samsung Galaxy A01 Blue (Used),Samsung,Samsung Galaxy A01 Blue (Used),10000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a01-blue-used-for-sale-colombo
Honor X9d 12GB 256GB 5G (Brand New),Honor,Honor X9d 12GB 256GB 5G (Brand New),145900,,,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-x9d-12gb-256gb-5g-brand-new-for-sale-gampaha-1
Google Pixel 7 (Used),Google,Google Pixel 7 (Used),75500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-7-brand-new-for-sale-gampaha-1
Huawei Y7 (Used),Huawei,Huawei Y7 (Used),7500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/huawei-y7-used-for-sale-ratnapura-3
Apple iPhone 11 Pro Max 256GB (Used),Apple,Apple iPhone 11 Pro Max 256GB (Used),75000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-colombo-6469
Apple iPhone 13 (Used),Apple,Apple iPhone 13 (Used),105000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-colombo-3475
Sony Xperia 1 III (Used),Sony,Sony Xperia 1 III (Used),57000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/sony-xperia-1-iii-used-for-sale-badulla-2
Apple iPhone XS Max (Used),Apple,Apple iPhone XS Max (Used),70000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-xs-max-used-for-sale-colombo-3181
Apple iPhone 15 Plus 256GB (Used),Apple,Apple iPhone 15 Plus 256GB (Used),169900,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-plus-256gb-used-for-sale-gampaha-20
Samsung Galaxy M02s (Used),Samsung,Samsung Galaxy M02s (Used),10000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m02s-used-for-sale-kalutara-469
Apple iPhone 14 Pro 5G 128GB (Used),Apple,Apple iPhone 14 Pro 5G 128GB (Used),155000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-5g-128gb-used-for-sale-matara-15
Apple iPhone XS 64GB (Used),Apple,Apple iPhone XS 64GB (Used),43000,,,64GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-xs-64-used-for-sale-kandy-6
LG X300 (Used),unknown,LG X300 (Used),7000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/lg-x300-used-for-sale-hambantota-5
Apple iPhone 14 (Used),Apple,Apple iPhone 14 (Used),118000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-kurunegala-355
Vivo Y20 (Used),Vivo,Vivo Y20 (Used),17000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y20-2030-used-for-sale-gampaha
Oppo A31 8GB 256GB (Used),Oppo,Oppo A31 8GB 256GB (Used),14997,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a31-8gb-256gb-used-for-sale-kalutara-301
Vivo Y17 8GB 256GB (Used),Vivo,Vivo Y17 8GB 256GB (Used),13998,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y17-8gb-256gb-used-for-sale-kalutara-383
Realme 15X 5G 8GB 128GB (Used),Realme,Realme 15X 5G 8GB 128GB (Used),41990,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/realme-15x-5g-8gb-128gb-used-for-sale-gampaha
Apple iPhone 12 Pro (Used),Apple,Apple iPhone 12 Pro (Used),87000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3974
Samsung Galaxy J2 Prime (Used),Samsung,Samsung Galaxy J2 Prime (Used),3000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-j2-prime-refurbished-for-sale-ratnapura
Samsung Galaxy A15 128GB (Used),Samsung,Samsung Galaxy A15 128GB (Used),45000,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a15-128gb-used-for-sale-batticaloa
ZTE nubia Music 2|4GB|128GB (Brand New),unknown,ZTE nubia Music 2|4GB|128GB (Brand New),39990,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/zte-nubia-music-24gb128gb-brand-new-for-sale-colombo-19
ZTE Blade A76 4GB/128GB|01 (Brand New),unknown,ZTE Blade A76 4GB/128GB|01 (Brand New),28990,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/zte-blade-a76-4gb-128gb01-brand-new-for-sale-colombo-2
Apple iPhone 14 Pro 6GB / 128GB (Used),Apple,Apple iPhone 14 Pro 6GB / 128GB (Used),155000,,,6GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-6gb-128gb-used-for-sale-matara
Samsung Galaxy S25 Ultra 12/256GB (Brand New),Samsung,Samsung Galaxy S25 Ultra 12/256GB (Brand New),282699,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s25-ultra-12-256gb-brand-new-for-sale-colombo-209
Tecno 30C (Used),unknown,Tecno 30C (Used),32000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/tecno-30-c-used-for-sale-kalutara
Apple iPhone 7 (Used),Apple,Apple iPhone 7 (Used),11000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-kurunegala-5526
Asus ROG 5 (Used),unknown,Asus ROG 5 (Used),70000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/asus-rog-5-used-for-sale-kegalle
Samsung Galaxy J2 Prime (Used),Samsung,Samsung Galaxy J2 Prime (Used),7000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-j2-prime-used-for-sale-kandy-570
Samsung Galaxy S20FE 5G FULLSET (Used),Samsung,Samsung Galaxy S20FE 5G FULLSET (Used),54994,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s20fe-5g-fullset-used-for-sale-kandy-39
Samsung Galaxy A72 (Used),Samsung,Samsung Galaxy A72 (Used),32699,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a72-used-for-sale-colombo-258
Google Pixel 8 256GB (Used),Google,Google Pixel 8 256GB (Used),90000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-256gb-used-for-sale-kalutara
Mini smart mobile (Brand New),unknown,Mini smart mobile (Brand New),22500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/mini-smart-mobile-brand-new-for-sale-gampaha
Oppo A31 256GB (Used),Oppo,Oppo A31 256GB (Used),14490,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a31-8-256gb-used-for-sale-colombo-23
iqoo Z9x 5G (Used),unknown,iqoo Z9x 5G (Used),27500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/iqoo-z9x-5g-used-for-sale-trincomalee-2
Samsung Galaxy A15 256GB (Used),Samsung,Samsung Galaxy A15 256GB (Used),30500,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a15-256-5g-used-for-sale-kurunegala
Oppo Reno 8 5G (Used),Oppo,Oppo Reno 8 5G (Used),32500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-reno-8-5g-used-for-sale-trincomalee
Apple iPhone 11 128GB| Black (Used),Apple,Apple iPhone 11 128GB| Black (Used),69999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-black-used-for-sale-colombo-519
Apple iPhone 16 256GB (Brand New),Apple,Apple iPhone 16 256GB (Brand New),200000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-256gb-brand-new-for-sale-colombo-411
Apple iPhone 16 128 GB (Used),Apple,Apple iPhone 16 128 GB (Used),152000,,,128 GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-128-gb-used-for-sale-kandy-63
Samsung Galaxy A53 256GB [5G] 8GB Ram (Used),Samsung,Samsung Galaxy A53 256GB [5G] 8GB Ram (Used),49999,,8GB Ram,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a53-256gb-5g-8gb-ram-used-for-sale-colombo
"OnePlus 12R 16GB,256GB (Used)",OnePlus,"OnePlus 12R 16GB,256GB (Used)",83000,,,16GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oneplus-12r-16gb256gb-used-for-sale-ampara-1
